REF_DATE,GEO,DGUID,Components of population growth,Gender,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE
2020/2021,"Greater Sudbury (CMA), Ontario",2021S0503580,Deaths,Total - gender,All ages,Persons,249,units,0,v1590297747,31.2.1.1,1860
2021/2022,"Greater Sudbury (CMA), Ontario",2021S0503580,Deaths,Total - gender,All ages,Persons,249,units,0,v1590297747,31.2.1.1,2060
2022/2023,"Greater Sudbury (CMA), Ontario",2021S0503580,Deaths,Total - gender,All ages,Persons,249,units,0,v1590297747,31.2.1.1,2011
2023/2024,"Greater Sudbury (CMA), Ontario",2021S0503580,Deaths,Total - gender,All ages,Persons,249,units,0,v1590297747,31.2.1.1,2071
2017/2018,"Greater Sudbury (CMA), Ontario",2021S0503580,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590298089,31.3.1.1,219
2018/2019,"Greater Sudbury (CMA), Ontario",2021S0503580,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590298089,31.3.1.1,268
2019/2020,"Greater Sudbury (CMA), Ontario",2021S0503580,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590298089,31.3.1.1,236
2020/2021,"Greater Sudbury (CMA), Ontario",2021S0503580,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590298089,31.3.1.1,361
2021/2022,"Greater Sudbury (CMA), Ontario",2021S0503580,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590298089,31.3.1.1,1300
2022/2023,"Greater Sudbury (CMA), Ontario",2021S0503580,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590298089,31.3.1.1,1019
2023/2024,"Greater Sudbury (CMA), Ontario",2021S0503580,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590298089,31.3.1.1,1207
2017/2018,"Greater Sudbury (CMA), Ontario",2021S0503580,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590298773,31.5.1.1,146
2018/2019,"Greater Sudbury (CMA), Ontario",2021S0503580,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590298773,31.5.1.1,128
2019/2020,"Greater Sudbury (CMA), Ontario",2021S0503580,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590298773,31.5.1.1,200
2020/2021,"Greater Sudbury (CMA), Ontario",2021S0503580,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590298773,31.5.1.1,87
2021/2022,"Greater Sudbury (CMA), Ontario",2021S0503580,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590298773,31.5.1.1,199
2022/2023,"Greater Sudbury (CMA), Ontario",2021S0503580,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590298773,31.5.1.1,295
2023/2024,"Greater Sudbury (CMA), Ontario",2021S0503580,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590298773,31.5.1.1,305
2017/2018,"Thunder Bay (CMA), Ontario",2021S0503595,Births,Total - gender,All ages,Persons,249,units,0,v1590311109,32.1.1.1,1137
2018/2019,"Thunder Bay (CMA), Ontario",2021S0503595,Births,Total - gender,All ages,Persons,249,units,0,v1590311109,32.1.1.1,1137
2019/2020,"Thunder Bay (CMA), Ontario",2021S0503595,Births,Total - gender,All ages,Persons,249,units,0,v1590311109,32.1.1.1,1099
2020/2021,"Thunder Bay (CMA), Ontario",2021S0503595,Births,Total - gender,All ages,Persons,249,units,0,v1590311109,32.1.1.1,1105
2021/2022,"Thunder Bay (CMA), Ontario",2021S0503595,Births,Total - gender,All ages,Persons,249,units,0,v1590311109,32.1.1.1,1018
2022/2023,"Thunder Bay (CMA), Ontario",2021S0503595,Births,Total - gender,All ages,Persons,249,units,0,v1590311109,32.1.1.1,996
2023/2024,"Thunder Bay (CMA), Ontario",2021S0503595,Births,Total - gender,All ages,Persons,249,units,0,v1590311109,32.1.1.1,1041
2017/2018,"Thunder Bay (CMA), Ontario",2021S0503595,Deaths,Total - gender,All ages,Persons,249,units,0,v1590311451,32.2.1.1,1521
2018/2019,"Thunder Bay (CMA), Ontario",2021S0503595,Deaths,Total - gender,All ages,Persons,249,units,0,v1590311451,32.2.1.1,1446
2019/2020,"Thunder Bay (CMA), Ontario",2021S0503595,Deaths,Total - gender,All ages,Persons,249,units,0,v1590311451,32.2.1.1,1427
2020/2021,"Thunder Bay (CMA), Ontario",2021S0503595,Deaths,Total - gender,All ages,Persons,249,units,0,v1590311451,32.2.1.1,1545
2021/2022,"Thunder Bay (CMA), Ontario",2021S0503595,Deaths,Total - gender,All ages,Persons,249,units,0,v1590311451,32.2.1.1,1682
2022/2023,"Thunder Bay (CMA), Ontario",2021S0503595,Deaths,Total - gender,All ages,Persons,249,units,0,v1590311451,32.2.1.1,1737
2023/2024,"Thunder Bay (CMA), Ontario",2021S0503595,Deaths,Total - gender,All ages,Persons,249,units,0,v1590311451,32.2.1.1,1790
2017/2018,"Thunder Bay (CMA), Ontario",2021S0503595,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590311793,32.3.1.1,223
2018/2019,"Thunder Bay (CMA), Ontario",2021S0503595,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590311793,32.3.1.1,231
2019/2020,"Thunder Bay (CMA), Ontario",2021S0503595,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590311793,32.3.1.1,219
2020/2021,"Thunder Bay (CMA), Ontario",2021S0503595,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590311793,32.3.1.1,215
2021/2022,"Thunder Bay (CMA), Ontario",2021S0503595,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590311793,32.3.1.1,848
2022/2023,"Thunder Bay (CMA), Ontario",2021S0503595,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590311793,32.3.1.1,896
2023/2024,"Thunder Bay (CMA), Ontario",2021S0503595,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590311793,32.3.1.1,1133
2017/2018,"Thunder Bay (CMA), Ontario",2021S0503595,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590312477,32.5.1.1,216
2018/2019,"Thunder Bay (CMA), Ontario",2021S0503595,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590312477,32.5.1.1,191
2019/2020,"Thunder Bay (CMA), Ontario",2021S0503595,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590312477,32.5.1.1,122
2020/2021,"Thunder Bay (CMA), Ontario",2021S0503595,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590312477,32.5.1.1,88
2021/2022,"Thunder Bay (CMA), Ontario",2021S0503595,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590312477,32.5.1.1,207
2022/2023,"Thunder Bay (CMA), Ontario",2021S0503595,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590312477,32.5.1.1,172
2023/2024,"Thunder Bay (CMA), Ontario",2021S0503595,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590312477,32.5.1.1,178
2017/2018,"Winnipeg (CMA), Manitoba",2021S0503602,Births,Total - gender,All ages,Persons,249,units,0,v1590331665,33.1.1.1,9526
2018/2019,"Winnipeg (CMA), Manitoba",2021S0503602,Births,Total - gender,All ages,Persons,249,units,0,v1590331665,33.1.1.1,9046
2019/2020,"Winnipeg (CMA), Manitoba",2021S0503602,Births,Total - gender,All ages,Persons,249,units,0,v1590331665,33.1.1.1,8954
2020/2021,"Winnipeg (CMA), Manitoba",2021S0503602,Births,Total - gender,All ages,Persons,249,units,0,v1590331665,33.1.1.1,8955
2021/2022,"Winnipeg (CMA), Manitoba",2021S0503602,Births,Total - gender,All ages,Persons,249,units,0,v1590331665,33.1.1.1,9277
2022/2023,"Winnipeg (CMA), Manitoba",2021S0503602,Births,Total - gender,All ages,Persons,249,units,0,v1590331665,33.1.1.1,8765
2023/2024,"Winnipeg (CMA), Manitoba",2021S0503602,Births,Total - gender,All ages,Persons,249,units,0,v1590331665,33.1.1.1,8495
2017/2018,"Winnipeg (CMA), Manitoba",2021S0503602,Deaths,Total - gender,All ages,Persons,249,units,0,v1590332007,33.2.1.1,6659
2018/2019,"Winnipeg (CMA), Manitoba",2021S0503602,Deaths,Total - gender,All ages,Persons,249,units,0,v1590332007,33.2.1.1,6525
2019/2020,"Winnipeg (CMA), Manitoba",2021S0503602,Deaths,Total - gender,All ages,Persons,249,units,0,v1590332007,33.2.1.1,6680
2020/2021,"Winnipeg (CMA), Manitoba",2021S0503602,Deaths,Total - gender,All ages,Persons,249,units,0,v1590332007,33.2.1.1,7193
2021/2022,"Winnipeg (CMA), Manitoba",2021S0503602,Deaths,Total - gender,All ages,Persons,249,units,0,v1590332007,33.2.1.1,7022
2022/2023,"Winnipeg (CMA), Manitoba",2021S0503602,Deaths,Total - gender,All ages,Persons,249,units,0,v1590332007,33.2.1.1,7538
2023/2024,"Winnipeg (CMA), Manitoba",2021S0503602,Deaths,Total - gender,All ages,Persons,249,units,0,v1590332007,33.2.1.1,7724
2017/2018,"Winnipeg (CMA), Manitoba",2021S0503602,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590332349,33.3.1.1,11284
2018/2019,"Winnipeg (CMA), Manitoba",2021S0503602,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590332349,33.3.1.1,12853
2019/2020,"Winnipeg (CMA), Manitoba",2021S0503602,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590332349,33.3.1.1,11338
2020/2021,"Winnipeg (CMA), Manitoba",2021S0503602,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590332349,33.3.1.1,8222
2021/2022,"Winnipeg (CMA), Manitoba",2021S0503602,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590332349,33.3.1.1,16392
2022/2023,"Winnipeg (CMA), Manitoba",2021S0503602,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590332349,33.3.1.1,20490
2023/2024,"Winnipeg (CMA), Manitoba",2021S0503602,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590332349,33.3.1.1,18584
2017/2018,"Winnipeg (CMA), Manitoba",2021S0503602,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590333033,33.5.1.1,1999
2018/2019,"Winnipeg (CMA), Manitoba",2021S0503602,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590333033,33.5.1.1,1847
2019/2020,"Winnipeg (CMA), Manitoba",2021S0503602,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590333033,33.5.1.1,1474
2020/2021,"Winnipeg (CMA), Manitoba",2021S0503602,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590333033,33.5.1.1,1607
2021/2022,"Winnipeg (CMA), Manitoba",2021S0503602,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590333033,33.5.1.1,1996
2022/2023,"Winnipeg (CMA), Manitoba",2021S0503602,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590333033,33.5.1.1,2256
2023/2024,"Winnipeg (CMA), Manitoba",2021S0503602,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590333033,33.5.1.1,2318
2017/2018,"Regina (CMA), Saskatchewan",2021S0503705,Births,Total - gender,All ages,Persons,249,units,0,v1590365925,34.1.1.1,3208
2018/2019,"Regina (CMA), Saskatchewan",2021S0503705,Births,Total - gender,All ages,Persons,249,units,0,v1590365925,34.1.1.1,3131
2019/2020,"Regina (CMA), Saskatchewan",2021S0503705,Births,Total - gender,All ages,Persons,249,units,0,v1590365925,34.1.1.1,3113
2020/2021,"Regina (CMA), Saskatchewan",2021S0503705,Births,Total - gender,All ages,Persons,249,units,0,v1590365925,34.1.1.1,2994
2021/2022,"Regina (CMA), Saskatchewan",2021S0503705,Births,Total - gender,All ages,Persons,249,units,0,v1590365925,34.1.1.1,2835
2022/2023,"Regina (CMA), Saskatchewan",2021S0503705,Births,Total - gender,All ages,Persons,249,units,0,v1590365925,34.1.1.1,2769
2023/2024,"Regina (CMA), Saskatchewan",2021S0503705,Births,Total - gender,All ages,Persons,249,units,0,v1590365925,34.1.1.1,2789
2017/2018,"Regina (CMA), Saskatchewan",2021S0503705,Deaths,Total - gender,All ages,Persons,249,units,0,v1590366267,34.2.1.1,1782
2018/2019,"Regina (CMA), Saskatchewan",2021S0503705,Deaths,Total - gender,All ages,Persons,249,units,0,v1590366267,34.2.1.1,1830
2019/2020,"Regina (CMA), Saskatchewan",2021S0503705,Deaths,Total - gender,All ages,Persons,249,units,0,v1590366267,34.2.1.1,1914
2020/2021,"Regina (CMA), Saskatchewan",2021S0503705,Deaths,Total - gender,All ages,Persons,249,units,0,v1590366267,34.2.1.1,2163
2021/2022,"Regina (CMA), Saskatchewan",2021S0503705,Deaths,Total - gender,All ages,Persons,249,units,0,v1590366267,34.2.1.1,2202
2022/2023,"Regina (CMA), Saskatchewan",2021S0503705,Deaths,Total - gender,All ages,Persons,249,units,0,v1590366267,34.2.1.1,2223
2023/2024,"Regina (CMA), Saskatchewan",2021S0503705,Deaths,Total - gender,All ages,Persons,249,units,0,v1590366267,34.2.1.1,2266
2017/2018,"Regina (CMA), Saskatchewan",2021S0503705,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590366609,34.3.1.1,5434
2018/2019,"Regina (CMA), Saskatchewan",2021S0503705,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590366609,34.3.1.1,4888
2019/2020,"Regina (CMA), Saskatchewan",2021S0503705,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590366609,34.3.1.1,4365
2020/2021,"Regina (CMA), Saskatchewan",2021S0503705,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590366609,34.3.1.1,2378
2021/2022,"Regina (CMA), Saskatchewan",2021S0503705,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590366609,34.3.1.1,5681
2022/2023,"Regina (CMA), Saskatchewan",2021S0503705,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590366609,34.3.1.1,9586
2023/2024,"Regina (CMA), Saskatchewan",2021S0503705,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590366609,34.3.1.1,8763
2017/2018,"Regina (CMA), Saskatchewan",2021S0503705,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590367293,34.5.1.1,427
2018/2019,"Regina (CMA), Saskatchewan",2021S0503705,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590367293,34.5.1.1,483
2019/2020,"Regina (CMA), Saskatchewan",2021S0503705,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590367293,34.5.1.1,514
2020/2021,"Regina (CMA), Saskatchewan",2021S0503705,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590367293,34.5.1.1,239
2021/2022,"Regina (CMA), Saskatchewan",2021S0503705,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590367293,34.5.1.1,514
2022/2023,"Regina (CMA), Saskatchewan",2021S0503705,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590367293,34.5.1.1,619
2023/2024,"Regina (CMA), Saskatchewan",2021S0503705,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590367293,34.5.1.1,637
2017/2018,"Saskatoon (CMA), Saskatchewan",2021S0503725,Births,Total - gender,All ages,Persons,249,units,0,v1590379629,35.1.1.1,4274
2018/2019,"Saskatoon (CMA), Saskatchewan",2021S0503725,Births,Total - gender,All ages,Persons,249,units,0,v1590379629,35.1.1.1,4142
2019/2020,"Saskatoon (CMA), Saskatchewan",2021S0503725,Births,Total - gender,All ages,Persons,249,units,0,v1590379629,35.1.1.1,4033
2020/2021,"Saskatoon (CMA), Saskatchewan",2021S0503725,Births,Total - gender,All ages,Persons,249,units,0,v1590379629,35.1.1.1,3902
2021/2022,"Saskatoon (CMA), Saskatchewan",2021S0503725,Births,Total - gender,All ages,Persons,249,units,0,v1590379629,35.1.1.1,3717
2022/2023,"Saskatoon (CMA), Saskatchewan",2021S0503725,Births,Total - gender,All ages,Persons,249,units,0,v1590379629,35.1.1.1,3658
2023/2024,"Saskatoon (CMA), Saskatchewan",2021S0503725,Births,Total - gender,All ages,Persons,249,units,0,v1590379629,35.1.1.1,3683
2017/2018,"Saskatoon (CMA), Saskatchewan",2021S0503725,Deaths,Total - gender,All ages,Persons,249,units,0,v1590379971,35.2.1.1,2067
2018/2019,"Saskatoon (CMA), Saskatchewan",2021S0503725,Deaths,Total - gender,All ages,Persons,249,units,0,v1590379971,35.2.1.1,2081
2019/2020,"Saskatoon (CMA), Saskatchewan",2021S0503725,Deaths,Total - gender,All ages,Persons,249,units,0,v1590379971,35.2.1.1,2078
2020/2021,"Saskatoon (CMA), Saskatchewan",2021S0503725,Deaths,Total - gender,All ages,Persons,249,units,0,v1590379971,35.2.1.1,2368
2021/2022,"Saskatoon (CMA), Saskatchewan",2021S0503725,Deaths,Total - gender,All ages,Persons,249,units,0,v1590379971,35.2.1.1,2441
2022/2023,"Saskatoon (CMA), Saskatchewan",2021S0503725,Deaths,Total - gender,All ages,Persons,249,units,0,v1590379971,35.2.1.1,2611
2023/2024,"Saskatoon (CMA), Saskatchewan",2021S0503725,Deaths,Total - gender,All ages,Persons,249,units,0,v1590379971,35.2.1.1,2658
2017/2018,"Saskatoon (CMA), Saskatchewan",2021S0503725,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590380313,35.3.1.1,6225
2018/2019,"Saskatoon (CMA), Saskatchewan",2021S0503725,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590380313,35.3.1.1,6027
2019/2020,"Saskatoon (CMA), Saskatchewan",2021S0503725,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590380313,35.3.1.1,6120
2020/2021,"Saskatoon (CMA), Saskatchewan",2021S0503725,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590380313,35.3.1.1,3331
2021/2022,"Saskatoon (CMA), Saskatchewan",2021S0503725,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590380313,35.3.1.1,7171
2022/2023,"Saskatoon (CMA), Saskatchewan",2021S0503725,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590380313,35.3.1.1,12154
2023/2024,"Saskatoon (CMA), Saskatchewan",2021S0503725,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590380313,35.3.1.1,10374
2017/2018,"Saskatoon (CMA), Saskatchewan",2021S0503725,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590380997,35.5.1.1,576
2018/2019,"Saskatoon (CMA), Saskatchewan",2021S0503725,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590380997,35.5.1.1,678
2019/2020,"Saskatoon (CMA), Saskatchewan",2021S0503725,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590380997,35.5.1.1,647
2020/2021,"Saskatoon (CMA), Saskatchewan",2021S0503725,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590380997,35.5.1.1,624
2021/2022,"Saskatoon (CMA), Saskatchewan",2021S0503725,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590380997,35.5.1.1,903
2022/2023,"Saskatoon (CMA), Saskatchewan",2021S0503725,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590380997,35.5.1.1,733
2023/2024,"Saskatoon (CMA), Saskatchewan",2021S0503725,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590380997,35.5.1.1,753
2017/2018,"Lethbridge (CMA), Alberta",2021S0503810,Births,Total - gender,All ages,Persons,249,units,0,v1590420741,36.1.1.1,1577
2018/2019,"Lethbridge (CMA), Alberta",2021S0503810,Births,Total - gender,All ages,Persons,249,units,0,v1590420741,36.1.1.1,1523
2019/2020,"Lethbridge (CMA), Alberta",2021S0503810,Births,Total - gender,All ages,Persons,249,units,0,v1590420741,36.1.1.1,1575
2020/2021,"Lethbridge (CMA), Alberta",2021S0503810,Births,Total - gender,All ages,Persons,249,units,0,v1590420741,36.1.1.1,1504
2021/2022,"Lethbridge (CMA), Alberta",2021S0503810,Births,Total - gender,All ages,Persons,249,units,0,v1590420741,36.1.1.1,1485
2022/2023,"Lethbridge (CMA), Alberta",2021S0503810,Births,Total - gender,All ages,Persons,249,units,0,v1590420741,36.1.1.1,1411
2023/2024,"Lethbridge (CMA), Alberta",2021S0503810,Births,Total - gender,All ages,Persons,249,units,0,v1590420741,36.1.1.1,1464
2017/2018,"Lethbridge (CMA), Alberta",2021S0503810,Deaths,Total - gender,All ages,Persons,249,units,0,v1590421083,36.2.1.1,912
2018/2019,"Lethbridge (CMA), Alberta",2021S0503810,Deaths,Total - gender,All ages,Persons,249,units,0,v1590421083,36.2.1.1,883
2019/2020,"Lethbridge (CMA), Alberta",2021S0503810,Deaths,Total - gender,All ages,Persons,249,units,0,v1590421083,36.2.1.1,966
2020/2021,"Lethbridge (CMA), Alberta",2021S0503810,Deaths,Total - gender,All ages,Persons,249,units,0,v1590421083,36.2.1.1,1096
2021/2022,"Lethbridge (CMA), Alberta",2021S0503810,Deaths,Total - gender,All ages,Persons,249,units,0,v1590421083,36.2.1.1,1195
2022/2023,"Lethbridge (CMA), Alberta",2021S0503810,Deaths,Total - gender,All ages,Persons,249,units,0,v1590421083,36.2.1.1,1198
2023/2024,"Lethbridge (CMA), Alberta",2021S0503810,Deaths,Total - gender,All ages,Persons,249,units,0,v1590421083,36.2.1.1,1246
2017/2018,"Lethbridge (CMA), Alberta",2021S0503810,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590421425,36.3.1.1,572
2018/2019,"Lethbridge (CMA), Alberta",2021S0503810,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590421425,36.3.1.1,688
2019/2020,"Lethbridge (CMA), Alberta",2021S0503810,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590421425,36.3.1.1,564
2020/2021,"Lethbridge (CMA), Alberta",2021S0503810,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590421425,36.3.1.1,439
2021/2022,"Lethbridge (CMA), Alberta",2021S0503810,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590421425,36.3.1.1,917
2022/2023,"Lethbridge (CMA), Alberta",2021S0503810,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590421425,36.3.1.1,740
2023/2024,"Lethbridge (CMA), Alberta",2021S0503810,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590421425,36.3.1.1,877
2017/2018,"Lethbridge (CMA), Alberta",2021S0503810,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590422109,36.5.1.1,222
2018/2019,"Lethbridge (CMA), Alberta",2021S0503810,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590422109,36.5.1.1,219
2019/2020,"Lethbridge (CMA), Alberta",2021S0503810,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590422109,36.5.1.1,165
2020/2021,"Lethbridge (CMA), Alberta",2021S0503810,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590422109,36.5.1.1,136
2021/2022,"Lethbridge (CMA), Alberta",2021S0503810,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590422109,36.5.1.1,325
2022/2023,"Lethbridge (CMA), Alberta",2021S0503810,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590422109,36.5.1.1,228
2023/2024,"Lethbridge (CMA), Alberta",2021S0503810,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590422109,36.5.1.1,232
2017/2018,"Calgary (CMA), Alberta",2021S0503825,Births,Total - gender,All ages,Persons,249,units,0,v1590431019,37.1.1.1,17868
2018/2019,"Calgary (CMA), Alberta",2021S0503825,Births,Total - gender,All ages,Persons,249,units,0,v1590431019,37.1.1.1,17284
2019/2020,"Calgary (CMA), Alberta",2021S0503825,Births,Total - gender,All ages,Persons,249,units,0,v1590431019,37.1.1.1,17003
2020/2021,"Calgary (CMA), Alberta",2021S0503825,Births,Total - gender,All ages,Persons,249,units,0,v1590431019,37.1.1.1,16665
2021/2022,"Calgary (CMA), Alberta",2021S0503825,Births,Total - gender,All ages,Persons,249,units,0,v1590431019,37.1.1.1,16531
2022/2023,"Calgary (CMA), Alberta",2021S0503825,Births,Total - gender,All ages,Persons,249,units,0,v1590431019,37.1.1.1,16835
2023/2024,"Calgary (CMA), Alberta",2021S0503825,Births,Total - gender,All ages,Persons,249,units,0,v1590431019,37.1.1.1,17459
2017/2018,"Calgary (CMA), Alberta",2021S0503825,Deaths,Total - gender,All ages,Persons,249,units,0,v1590431361,37.2.1.1,7412
2018/2019,"Calgary (CMA), Alberta",2021S0503825,Deaths,Total - gender,All ages,Persons,249,units,0,v1590431361,37.2.1.1,7300
2019/2020,"Calgary (CMA), Alberta",2021S0503825,Deaths,Total - gender,All ages,Persons,249,units,0,v1590431361,37.2.1.1,7775
2020/2021,"Calgary (CMA), Alberta",2021S0503825,Deaths,Total - gender,All ages,Persons,249,units,0,v1590431361,37.2.1.1,8467
2021/2022,"Calgary (CMA), Alberta",2021S0503825,Deaths,Total - gender,All ages,Persons,249,units,0,v1590431361,37.2.1.1,8786
2022/2023,"Calgary (CMA), Alberta",2021S0503825,Deaths,Total - gender,All ages,Persons,249,units,0,v1590431361,37.2.1.1,9493
2023/2024,"Calgary (CMA), Alberta",2021S0503825,Deaths,Total - gender,All ages,Persons,249,units,0,v1590431361,37.2.1.1,9881
2017/2018,"Calgary (CMA), Alberta",2021S0503825,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590431703,37.3.1.1,17425
2018/2019,"Calgary (CMA), Alberta",2021S0503825,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590431703,37.3.1.1,18626
2019/2020,"Calgary (CMA), Alberta",2021S0503825,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590431703,37.3.1.1,16459
2020/2021,"Calgary (CMA), Alberta",2021S0503825,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590431703,37.3.1.1,11388
2021/2022,"Calgary (CMA), Alberta",2021S0503825,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590431703,37.3.1.1,26334
2022/2023,"Calgary (CMA), Alberta",2021S0503825,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590431703,37.3.1.1,28121
2023/2024,"Calgary (CMA), Alberta",2021S0503825,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590431703,37.3.1.1,31297
2017/2018,"Calgary (CMA), Alberta",2021S0503825,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590432387,37.5.1.1,7168
2018/2019,"Calgary (CMA), Alberta",2021S0503825,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590432387,37.5.1.1,6864
2019/2020,"Calgary (CMA), Alberta",2021S0503825,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590432387,37.5.1.1,5968
2020/2021,"Calgary (CMA), Alberta",2021S0503825,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590432387,37.5.1.1,5459
2021/2022,"Calgary (CMA), Alberta",2021S0503825,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590432387,37.5.1.1,7197
2022/2023,"Calgary (CMA), Alberta",2021S0503825,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590432387,37.5.1.1,6963
2023/2024,"Calgary (CMA), Alberta",2021S0503825,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590432387,37.5.1.1,7162
2017/2018,"Red Deer (CMA), Alberta",2021S0503830,Births,Total - gender,All ages,Persons,249,units,0,v1590441297,38.1.1.1,1245
2018/2019,"Red Deer (CMA), Alberta",2021S0503830,Births,Total - gender,All ages,Persons,249,units,0,v1590441297,38.1.1.1,1187
2019/2020,"Red Deer (CMA), Alberta",2021S0503830,Births,Total - gender,All ages,Persons,249,units,0,v1590441297,38.1.1.1,1108
2020/2021,"Red Deer (CMA), Alberta",2021S0503830,Births,Total - gender,All ages,Persons,249,units,0,v1590441297,38.1.1.1,1043
2021/2022,"Red Deer (CMA), Alberta",2021S0503830,Births,Total - gender,All ages,Persons,249,units,0,v1590441297,38.1.1.1,1026
2022/2023,"Red Deer (CMA), Alberta",2021S0503830,Births,Total - gender,All ages,Persons,249,units,0,v1590441297,38.1.1.1,949
