REF_DATE,GEO,DGUID,Components of population growth,Gender,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE
2020/2021,"Okotoks (CA), Alberta",2021S0504820,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590425535,132.5.1.1,111
2021/2022,"Okotoks (CA), Alberta",2021S0504820,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590425535,132.5.1.1,140
2022/2023,"Okotoks (CA), Alberta",2021S0504820,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590425535,132.5.1.1,124
2023/2024,"Okotoks (CA), Alberta",2021S0504820,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590425535,132.5.1.1,128
2017/2018,"High River (CA), Alberta",2021S0504821,Births,Total - gender,All ages,Persons,249,units,0,v1590427593,133.1.1.1,127
2018/2019,"High River (CA), Alberta",2021S0504821,Births,Total - gender,All ages,Persons,249,units,0,v1590427593,133.1.1.1,128
2019/2020,"High River (CA), Alberta",2021S0504821,Births,Total - gender,All ages,Persons,249,units,0,v1590427593,133.1.1.1,143
2020/2021,"High River (CA), Alberta",2021S0504821,Births,Total - gender,All ages,Persons,249,units,0,v1590427593,133.1.1.1,134
2021/2022,"High River (CA), Alberta",2021S0504821,Births,Total - gender,All ages,Persons,249,units,0,v1590427593,133.1.1.1,111
2022/2023,"High River (CA), Alberta",2021S0504821,Births,Total - gender,All ages,Persons,249,units,0,v1590427593,133.1.1.1,97
2023/2024,"High River (CA), Alberta",2021S0504821,Births,Total - gender,All ages,Persons,249,units,0,v1590427593,133.1.1.1,101
2017/2018,"High River (CA), Alberta",2021S0504821,Deaths,Total - gender,All ages,Persons,249,units,0,v1590427935,133.2.1.1,152
2018/2019,"High River (CA), Alberta",2021S0504821,Deaths,Total - gender,All ages,Persons,249,units,0,v1590427935,133.2.1.1,135
2019/2020,"High River (CA), Alberta",2021S0504821,Deaths,Total - gender,All ages,Persons,249,units,0,v1590427935,133.2.1.1,149
2020/2021,"High River (CA), Alberta",2021S0504821,Deaths,Total - gender,All ages,Persons,249,units,0,v1590427935,133.2.1.1,154
2021/2022,"High River (CA), Alberta",2021S0504821,Deaths,Total - gender,All ages,Persons,249,units,0,v1590427935,133.2.1.1,170
2022/2023,"High River (CA), Alberta",2021S0504821,Deaths,Total - gender,All ages,Persons,249,units,0,v1590427935,133.2.1.1,151
2023/2024,"High River (CA), Alberta",2021S0504821,Deaths,Total - gender,All ages,Persons,249,units,0,v1590427935,133.2.1.1,157
2017/2018,"High River (CA), Alberta",2021S0504821,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590428277,133.3.1.1,137
2018/2019,"High River (CA), Alberta",2021S0504821,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590428277,133.3.1.1,163
2019/2020,"High River (CA), Alberta",2021S0504821,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590428277,133.3.1.1,131
2020/2021,"High River (CA), Alberta",2021S0504821,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590428277,133.3.1.1,36
2021/2022,"High River (CA), Alberta",2021S0504821,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590428277,133.3.1.1,93
2022/2023,"High River (CA), Alberta",2021S0504821,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590428277,133.3.1.1,159
2023/2024,"High River (CA), Alberta",2021S0504821,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590428277,133.3.1.1,109
2017/2018,"High River (CA), Alberta",2021S0504821,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590428961,133.5.1.1,24
2018/2019,"High River (CA), Alberta",2021S0504821,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590428961,133.5.1.1,22
2019/2020,"High River (CA), Alberta",2021S0504821,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590428961,133.5.1.1,26
2020/2021,"High River (CA), Alberta",2021S0504821,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590428961,133.5.1.1,37
2021/2022,"High River (CA), Alberta",2021S0504821,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590428961,133.5.1.1,32
2022/2023,"High River (CA), Alberta",2021S0504821,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590428961,133.5.1.1,20
2023/2024,"High River (CA), Alberta",2021S0504821,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590428961,133.5.1.1,20
2017/2018,"Strathmore (CA), Alberta",2021S0504826,Births,Total - gender,All ages,Persons,249,units,0,v1590434445,134.1.1.1,143
2018/2019,"Strathmore (CA), Alberta",2021S0504826,Births,Total - gender,All ages,Persons,249,units,0,v1590434445,134.1.1.1,146
2019/2020,"Strathmore (CA), Alberta",2021S0504826,Births,Total - gender,All ages,Persons,249,units,0,v1590434445,134.1.1.1,132
2020/2021,"Strathmore (CA), Alberta",2021S0504826,Births,Total - gender,All ages,Persons,249,units,0,v1590434445,134.1.1.1,141
2021/2022,"Strathmore (CA), Alberta",2021S0504826,Births,Total - gender,All ages,Persons,249,units,0,v1590434445,134.1.1.1,147
2022/2023,"Strathmore (CA), Alberta",2021S0504826,Births,Total - gender,All ages,Persons,249,units,0,v1590434445,134.1.1.1,164
2023/2024,"Strathmore (CA), Alberta",2021S0504826,Births,Total - gender,All ages,Persons,249,units,0,v1590434445,134.1.1.1,170
2017/2018,"Strathmore (CA), Alberta",2021S0504826,Deaths,Total - gender,All ages,Persons,249,units,0,v1590434787,134.2.1.1,116
2018/2019,"Strathmore (CA), Alberta",2021S0504826,Deaths,Total - gender,All ages,Persons,249,units,0,v1590434787,134.2.1.1,117
2019/2020,"Strathmore (CA), Alberta",2021S0504826,Deaths,Total - gender,All ages,Persons,249,units,0,v1590434787,134.2.1.1,134
2020/2021,"Strathmore (CA), Alberta",2021S0504826,Deaths,Total - gender,All ages,Persons,249,units,0,v1590434787,134.2.1.1,134
2021/2022,"Strathmore (CA), Alberta",2021S0504826,Deaths,Total - gender,All ages,Persons,249,units,0,v1590434787,134.2.1.1,144
2022/2023,"Strathmore (CA), Alberta",2021S0504826,Deaths,Total - gender,All ages,Persons,249,units,0,v1590434787,134.2.1.1,189
2023/2024,"Strathmore (CA), Alberta",2021S0504826,Deaths,Total - gender,All ages,Persons,249,units,0,v1590434787,134.2.1.1,196
2017/2018,"Strathmore (CA), Alberta",2021S0504826,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590435129,134.3.1.1,34
2018/2019,"Strathmore (CA), Alberta",2021S0504826,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590435129,134.3.1.1,56
2019/2020,"Strathmore (CA), Alberta",2021S0504826,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590435129,134.3.1.1,36
2020/2021,"Strathmore (CA), Alberta",2021S0504826,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590435129,134.3.1.1,32
2021/2022,"Strathmore (CA), Alberta",2021S0504826,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590435129,134.3.1.1,69
2022/2023,"Strathmore (CA), Alberta",2021S0504826,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590435129,134.3.1.1,39
2023/2024,"Strathmore (CA), Alberta",2021S0504826,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590435129,134.3.1.1,57
2017/2018,"Strathmore (CA), Alberta",2021S0504826,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590435813,134.5.1.1,20
2018/2019,"Strathmore (CA), Alberta",2021S0504826,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590435813,134.5.1.1,17
2019/2020,"Strathmore (CA), Alberta",2021S0504826,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590435813,134.5.1.1,8
2020/2021,"Strathmore (CA), Alberta",2021S0504826,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590435813,134.5.1.1,30
2021/2022,"Strathmore (CA), Alberta",2021S0504826,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590435813,134.5.1.1,19
2022/2023,"Strathmore (CA), Alberta",2021S0504826,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590435813,134.5.1.1,19
2023/2024,"Strathmore (CA), Alberta",2021S0504826,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590435813,134.5.1.1,20
2017/2018,"Canmore (CA), Alberta",2021S0504828,Births,Total - gender,All ages,Persons,249,units,0,v1590437871,135.1.1.1,137
2018/2019,"Canmore (CA), Alberta",2021S0504828,Births,Total - gender,All ages,Persons,249,units,0,v1590437871,135.1.1.1,119
2019/2020,"Canmore (CA), Alberta",2021S0504828,Births,Total - gender,All ages,Persons,249,units,0,v1590437871,135.1.1.1,129
2020/2021,"Canmore (CA), Alberta",2021S0504828,Births,Total - gender,All ages,Persons,249,units,0,v1590437871,135.1.1.1,106
2021/2022,"Canmore (CA), Alberta",2021S0504828,Births,Total - gender,All ages,Persons,249,units,0,v1590437871,135.1.1.1,115
2022/2023,"Canmore (CA), Alberta",2021S0504828,Births,Total - gender,All ages,Persons,249,units,0,v1590437871,135.1.1.1,108
2023/2024,"Canmore (CA), Alberta",2021S0504828,Births,Total - gender,All ages,Persons,249,units,0,v1590437871,135.1.1.1,112
2017/2018,"Canmore (CA), Alberta",2021S0504828,Deaths,Total - gender,All ages,Persons,249,units,0,v1590438213,135.2.1.1,58
2018/2019,"Canmore (CA), Alberta",2021S0504828,Deaths,Total - gender,All ages,Persons,249,units,0,v1590438213,135.2.1.1,75
2019/2020,"Canmore (CA), Alberta",2021S0504828,Deaths,Total - gender,All ages,Persons,249,units,0,v1590438213,135.2.1.1,62
2020/2021,"Canmore (CA), Alberta",2021S0504828,Deaths,Total - gender,All ages,Persons,249,units,0,v1590438213,135.2.1.1,57
2021/2022,"Canmore (CA), Alberta",2021S0504828,Deaths,Total - gender,All ages,Persons,249,units,0,v1590438213,135.2.1.1,68
2022/2023,"Canmore (CA), Alberta",2021S0504828,Deaths,Total - gender,All ages,Persons,249,units,0,v1590438213,135.2.1.1,92
2023/2024,"Canmore (CA), Alberta",2021S0504828,Deaths,Total - gender,All ages,Persons,249,units,0,v1590438213,135.2.1.1,95
2017/2018,"Canmore (CA), Alberta",2021S0504828,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590438555,135.3.1.1,141
2018/2019,"Canmore (CA), Alberta",2021S0504828,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590438555,135.3.1.1,143
2019/2020,"Canmore (CA), Alberta",2021S0504828,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590438555,135.3.1.1,119
2020/2021,"Canmore (CA), Alberta",2021S0504828,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590438555,135.3.1.1,125
2021/2022,"Canmore (CA), Alberta",2021S0504828,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590438555,135.3.1.1,249
2022/2023,"Canmore (CA), Alberta",2021S0504828,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590438555,135.3.1.1,179
2023/2024,"Canmore (CA), Alberta",2021S0504828,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590438555,135.3.1.1,147
2017/2018,"Canmore (CA), Alberta",2021S0504828,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590439239,135.5.1.1,72
2018/2019,"Canmore (CA), Alberta",2021S0504828,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590439239,135.5.1.1,63
2019/2020,"Canmore (CA), Alberta",2021S0504828,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590439239,135.5.1.1,43
2020/2021,"Canmore (CA), Alberta",2021S0504828,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590439239,135.5.1.1,79
2021/2022,"Canmore (CA), Alberta",2021S0504828,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590439239,135.5.1.1,100
2022/2023,"Canmore (CA), Alberta",2021S0504828,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590439239,135.5.1.1,85
2023/2024,"Canmore (CA), Alberta",2021S0504828,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590439239,135.5.1.1,87
2017/2018,"Sylvan Lake (CA), Alberta",2021S0504831,Births,Total - gender,All ages,Persons,249,units,0,v1590444723,136.1.1.1,239
2018/2019,"Sylvan Lake (CA), Alberta",2021S0504831,Births,Total - gender,All ages,Persons,249,units,0,v1590444723,136.1.1.1,203
2019/2020,"Sylvan Lake (CA), Alberta",2021S0504831,Births,Total - gender,All ages,Persons,249,units,0,v1590444723,136.1.1.1,182
2020/2021,"Sylvan Lake (CA), Alberta",2021S0504831,Births,Total - gender,All ages,Persons,249,units,0,v1590444723,136.1.1.1,204
2021/2022,"Sylvan Lake (CA), Alberta",2021S0504831,Births,Total - gender,All ages,Persons,249,units,0,v1590444723,136.1.1.1,180
2022/2023,"Sylvan Lake (CA), Alberta",2021S0504831,Births,Total - gender,All ages,Persons,249,units,0,v1590444723,136.1.1.1,163
2023/2024,"Sylvan Lake (CA), Alberta",2021S0504831,Births,Total - gender,All ages,Persons,249,units,0,v1590444723,136.1.1.1,168
2017/2018,"Sylvan Lake (CA), Alberta",2021S0504831,Deaths,Total - gender,All ages,Persons,249,units,0,v1590445065,136.2.1.1,73
2018/2019,"Sylvan Lake (CA), Alberta",2021S0504831,Deaths,Total - gender,All ages,Persons,249,units,0,v1590445065,136.2.1.1,85
2019/2020,"Sylvan Lake (CA), Alberta",2021S0504831,Deaths,Total - gender,All ages,Persons,249,units,0,v1590445065,136.2.1.1,85
2020/2021,"Sylvan Lake (CA), Alberta",2021S0504831,Deaths,Total - gender,All ages,Persons,249,units,0,v1590445065,136.2.1.1,95
2021/2022,"Sylvan Lake (CA), Alberta",2021S0504831,Deaths,Total - gender,All ages,Persons,249,units,0,v1590445065,136.2.1.1,95
2022/2023,"Sylvan Lake (CA), Alberta",2021S0504831,Deaths,Total - gender,All ages,Persons,249,units,0,v1590445065,136.2.1.1,100
2023/2024,"Sylvan Lake (CA), Alberta",2021S0504831,Deaths,Total - gender,All ages,Persons,249,units,0,v1590445065,136.2.1.1,105
2017/2018,"Sylvan Lake (CA), Alberta",2021S0504831,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590445407,136.3.1.1,42
2018/2019,"Sylvan Lake (CA), Alberta",2021S0504831,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590445407,136.3.1.1,38
2019/2020,"Sylvan Lake (CA), Alberta",2021S0504831,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590445407,136.3.1.1,23
2020/2021,"Sylvan Lake (CA), Alberta",2021S0504831,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590445407,136.3.1.1,13
2021/2022,"Sylvan Lake (CA), Alberta",2021S0504831,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590445407,136.3.1.1,47
2022/2023,"Sylvan Lake (CA), Alberta",2021S0504831,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590445407,136.3.1.1,42
2023/2024,"Sylvan Lake (CA), Alberta",2021S0504831,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590445407,136.3.1.1,54
2017/2018,"Sylvan Lake (CA), Alberta",2021S0504831,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590446091,136.5.1.1,43
2018/2019,"Sylvan Lake (CA), Alberta",2021S0504831,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590446091,136.5.1.1,32
2019/2020,"Sylvan Lake (CA), Alberta",2021S0504831,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590446091,136.5.1.1,14
2020/2021,"Sylvan Lake (CA), Alberta",2021S0504831,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590446091,136.5.1.1,13
2021/2022,"Sylvan Lake (CA), Alberta",2021S0504831,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590446091,136.5.1.1,18
2022/2023,"Sylvan Lake (CA), Alberta",2021S0504831,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590446091,136.5.1.1,64
2023/2024,"Sylvan Lake (CA), Alberta",2021S0504831,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590446091,136.5.1.1,64
2017/2018,"Lacombe (CA), Alberta",2021S0504832,Births,Total - gender,All ages,Persons,249,units,0,v1590448149,137.1.1.1,157
2018/2019,"Lacombe (CA), Alberta",2021S0504832,Births,Total - gender,All ages,Persons,249,units,0,v1590448149,137.1.1.1,166
2019/2020,"Lacombe (CA), Alberta",2021S0504832,Births,Total - gender,All ages,Persons,249,units,0,v1590448149,137.1.1.1,146
2020/2021,"Lacombe (CA), Alberta",2021S0504832,Births,Total - gender,All ages,Persons,249,units,0,v1590448149,137.1.1.1,154
2021/2022,"Lacombe (CA), Alberta",2021S0504832,Births,Total - gender,All ages,Persons,249,units,0,v1590448149,137.1.1.1,132
2022/2023,"Lacombe (CA), Alberta",2021S0504832,Births,Total - gender,All ages,Persons,249,units,0,v1590448149,137.1.1.1,146
2023/2024,"Lacombe (CA), Alberta",2021S0504832,Births,Total - gender,All ages,Persons,249,units,0,v1590448149,137.1.1.1,151
2017/2018,"Lacombe (CA), Alberta",2021S0504832,Deaths,Total - gender,All ages,Persons,249,units,0,v1590448491,137.2.1.1,119
2018/2019,"Lacombe (CA), Alberta",2021S0504832,Deaths,Total - gender,All ages,Persons,249,units,0,v1590448491,137.2.1.1,114
2019/2020,"Lacombe (CA), Alberta",2021S0504832,Deaths,Total - gender,All ages,Persons,249,units,0,v1590448491,137.2.1.1,120
2020/2021,"Lacombe (CA), Alberta",2021S0504832,Deaths,Total - gender,All ages,Persons,249,units,0,v1590448491,137.2.1.1,141
2021/2022,"Lacombe (CA), Alberta",2021S0504832,Deaths,Total - gender,All ages,Persons,249,units,0,v1590448491,137.2.1.1,149
2022/2023,"Lacombe (CA), Alberta",2021S0504832,Deaths,Total - gender,All ages,Persons,249,units,0,v1590448491,137.2.1.1,125
2023/2024,"Lacombe (CA), Alberta",2021S0504832,Deaths,Total - gender,All ages,Persons,249,units,0,v1590448491,137.2.1.1,129
2017/2018,"Lacombe (CA), Alberta",2021S0504832,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590448833,137.3.1.1,70
2018/2019,"Lacombe (CA), Alberta",2021S0504832,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590448833,137.3.1.1,76
2019/2020,"Lacombe (CA), Alberta",2021S0504832,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590448833,137.3.1.1,57
2020/2021,"Lacombe (CA), Alberta",2021S0504832,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590448833,137.3.1.1,41
2021/2022,"Lacombe (CA), Alberta",2021S0504832,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590448833,137.3.1.1,47
2022/2023,"Lacombe (CA), Alberta",2021S0504832,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590448833,137.3.1.1,32
2023/2024,"Lacombe (CA), Alberta",2021S0504832,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590448833,137.3.1.1,69
2017/2018,"Lacombe (CA), Alberta",2021S0504832,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590449517,137.5.1.1,59
2018/2019,"Lacombe (CA), Alberta",2021S0504832,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590449517,137.5.1.1,30
2019/2020,"Lacombe (CA), Alberta",2021S0504832,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590449517,137.5.1.1,23
2020/2021,"Lacombe (CA), Alberta",2021S0504832,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590449517,137.5.1.1,22
2021/2022,"Lacombe (CA), Alberta",2021S0504832,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590449517,137.5.1.1,0
2022/2023,"Lacombe (CA), Alberta",2021S0504832,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590449517,137.5.1.1,42
2023/2024,"Lacombe (CA), Alberta",2021S0504832,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590449517,137.5.1.1,44
2017/2018,"Camrose (CA), Alberta",2021S0504833,Births,Total - gender,All ages,Persons,249,units,0,v1590451575,138.1.1.1,195
2018/2019,"Camrose (CA), Alberta",2021S0504833,Births,Total - gender,All ages,Persons,249,units,0,v1590451575,138.1.1.1,219
2019/2020,"Camrose (CA), Alberta",2021S0504833,Births,Total - gender,All ages,Persons,249,units,0,v1590451575,138.1.1.1,175
2020/2021,"Camrose (CA), Alberta",2021S0504833,Births,Total - gender,All ages,Persons,249,units,0,v1590451575,138.1.1.1,188
2021/2022,"Camrose (CA), Alberta",2021S0504833,Births,Total - gender,All ages,Persons,249,units,0,v1590451575,138.1.1.1,203
2022/2023,"Camrose (CA), Alberta",2021S0504833,Births,Total - gender,All ages,Persons,249,units,0,v1590451575,138.1.1.1,192
2023/2024,"Camrose (CA), Alberta",2021S0504833,Births,Total - gender,All ages,Persons,249,units,0,v1590451575,138.1.1.1,199
2017/2018,"Camrose (CA), Alberta",2021S0504833,Deaths,Total - gender,All ages,Persons,249,units,0,v1590451917,138.2.1.1,214
2018/2019,"Camrose (CA), Alberta",2021S0504833,Deaths,Total - gender,All ages,Persons,249,units,0,v1590451917,138.2.1.1,227
2019/2020,"Camrose (CA), Alberta",2021S0504833,Deaths,Total - gender,All ages,Persons,249,units,0,v1590451917,138.2.1.1,232
2020/2021,"Camrose (CA), Alberta",2021S0504833,Deaths,Total - gender,All ages,Persons,249,units,0,v1590451917,138.2.1.1,243
2021/2022,"Camrose (CA), Alberta",2021S0504833,Deaths,Total - gender,All ages,Persons,249,units,0,v1590451917,138.2.1.1,260
2022/2023,"Camrose (CA), Alberta",2021S0504833,Deaths,Total - gender,All ages,Persons,249,units,0,v1590451917,138.2.1.1,259
2023/2024,"Camrose (CA), Alberta",2021S0504833,Deaths,Total - gender,All ages,Persons,249,units,0,v1590451917,138.2.1.1,264
2017/2018,"Camrose (CA), Alberta",2021S0504833,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590452259,138.3.1.1,78
2018/2019,"Camrose (CA), Alberta",2021S0504833,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590452259,138.3.1.1,101
2019/2020,"Camrose (CA), Alberta",2021S0504833,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590452259,138.3.1.1,73
2020/2021,"Camrose (CA), Alberta",2021S0504833,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590452259,138.3.1.1,38
2021/2022,"Camrose (CA), Alberta",2021S0504833,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590452259,138.3.1.1,83
2022/2023,"Camrose (CA), Alberta",2021S0504833,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590452259,138.3.1.1,61
2023/2024,"Camrose (CA), Alberta",2021S0504833,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590452259,138.3.1.1,67
2017/2018,"Camrose (CA), Alberta",2021S0504833,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590452943,138.5.1.1,9
2018/2019,"Camrose (CA), Alberta",2021S0504833,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590452943,138.5.1.1,11
2019/2020,"Camrose (CA), Alberta",2021S0504833,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590452943,138.5.1.1,47
2020/2021,"Camrose (CA), Alberta",2021S0504833,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590452943,138.5.1.1,0
2021/2022,"Camrose (CA), Alberta",2021S0504833,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590452943,138.5.1.1,30
2022/2023,"Camrose (CA), Alberta",2021S0504833,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590452943,138.5.1.1,46
2023/2024,"Camrose (CA), Alberta",2021S0504833,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590452943,138.5.1.1,47
2017/2018,"Grande Prairie (CA), Alberta",2021S0504850,Births,Total - gender,All ages,Persons,249,units,0,v1590461853,139.1.1.1,1123
2018/2019,"Grande Prairie (CA), Alberta",2021S0504850,Births,Total - gender,All ages,Persons,249,units,0,v1590461853,139.1.1.1,1101
2019/2020,"Grande Prairie (CA), Alberta",2021S0504850,Births,Total - gender,All ages,Persons,249,units,0,v1590461853,139.1.1.1,1066
2020/2021,"Grande Prairie (CA), Alberta",2021S0504850,Births,Total - gender,All ages,Persons,249,units,0,v1590461853,139.1.1.1,930
2021/2022,"Grande Prairie (CA), Alberta",2021S0504850,Births,Total - gender,All ages,Persons,249,units,0,v1590461853,139.1.1.1,836
2022/2023,"Grande Prairie (CA), Alberta",2021S0504850,Births,Total - gender,All ages,Persons,249,units,0,v1590461853,139.1.1.1,877
2023/2024,"Grande Prairie (CA), Alberta",2021S0504850,Births,Total - gender,All ages,Persons,249,units,0,v1590461853,139.1.1.1,910
2017/2018,"Grande Prairie (CA), Alberta",2021S0504850,Deaths,Total - gender,All ages,Persons,249,units,0,v1590462195,139.2.1.1,373
2018/2019,"Grande Prairie (CA), Alberta",2021S0504850,Deaths,Total - gender,All ages,Persons,249,units,0,v1590462195,139.2.1.1,379
2019/2020,"Grande Prairie (CA), Alberta",2021S0504850,Deaths,Total - gender,All ages,Persons,249,units,0,v1590462195,139.2.1.1,335
2020/2021,"Grande Prairie (CA), Alberta",2021S0504850,Deaths,Total - gender,All ages,Persons,249,units,0,v1590462195,139.2.1.1,406
2021/2022,"Grande Prairie (CA), Alberta",2021S0504850,Deaths,Total - gender,All ages,Persons,249,units,0,v1590462195,139.2.1.1,453
2022/2023,"Grande Prairie (CA), Alberta",2021S0504850,Deaths,Total - gender,All ages,Persons,249,units,0,v1590462195,139.2.1.1,421
2023/2024,"Grande Prairie (CA), Alberta",2021S0504850,Deaths,Total - gender,All ages,Persons,249,units,0,v1590462195,139.2.1.1,440
2017/2018,"Grande Prairie (CA), Alberta",2021S0504850,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590462537,139.3.1.1,454
2018/2019,"Grande Prairie (CA), Alberta",2021S0504850,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590462537,139.3.1.1,445
2019/2020,"Grande Prairie (CA), Alberta",2021S0504850,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590462537,139.3.1.1,438
2020/2021,"Grande Prairie (CA), Alberta",2021S0504850,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590462537,139.3.1.1,267
2021/2022,"Grande Prairie (CA), Alberta",2021S0504850,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590462537,139.3.1.1,583
2022/2023,"Grande Prairie (CA), Alberta",2021S0504850,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590462537,139.3.1.1,609
2023/2024,"Grande Prairie (CA), Alberta",2021S0504850,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590462537,139.3.1.1,789
2017/2018,"Grande Prairie (CA), Alberta",2021S0504850,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590463221,139.5.1.1,57
2018/2019,"Grande Prairie (CA), Alberta",2021S0504850,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590463221,139.5.1.1,70
2019/2020,"Grande Prairie (CA), Alberta",2021S0504850,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590463221,139.5.1.1,58
2020/2021,"Grande Prairie (CA), Alberta",2021S0504850,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590463221,139.5.1.1,40
2021/2022,"Grande Prairie (CA), Alberta",2021S0504850,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590463221,139.5.1.1,95
2022/2023,"Grande Prairie (CA), Alberta",2021S0504850,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590463221,139.5.1.1,42
2023/2024,"Grande Prairie (CA), Alberta",2021S0504850,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590463221,139.5.1.1,43
2017/2018,"Wood Buffalo (CA), Alberta",2021S0504860,Births,Total - gender,All ages,Persons,249,units,0,v1590465279,140.1.1.1,1325
